bookid,title,author,genres,rating,numofratings,bbescores,pages,price
31701,Unclaimed,Laurie Wetzel,Fantasy,4.06,170,94,472,1.0
31702,The Fifth Head of Cerberus,Gene Wolfe,Science Fiction,3.98,5765,94,252,12.0
31706,Cottons: The White Carrot,Jim Pascoe,Graphic Novels,3.81,54,94,272,11.0
31710,Day of the Scarab,Catherine Fisher,Fantasy,3.94,948,93,416,3.0
31711,The Poems of Alexander Pope,Alexander Pope,Poetry,3.97,348,93,880,5.0
31712,Dark Harvest,Norman Partridge,Horror,3.69,4491,93,169,12.0
31714,The Somebodies,NE Bode,Fantasy,4.07,676,93,288,2.0
31715,Contagion and Other Stories,Brian Evenson,Short Stories,4.01,127,93,151,34.0
31716,Christmas Jars,Jason F,Christmas,3.97,12048,93,122,2.0
31717,The Sagas of Icelanders,Jane Smiley,History,4.3,3552,93,782,7.0
31719,Destiny,Tim Parks,Fiction,3.89,320,93,248,5.0
31721,Napalm & Silly Putty,George Carlin,Humor,4.12,14810,93,269,2.0
31722,The Autumn of the Middle Ages,Johan Huizinga,History,4.05,3308,93,490,8.0
31723,The Boyfriend League,Rachel Hawthorne,Young Adult,3.92,8689,93,315,2.0
31724,Christina's Kite and Other Stories,Enid Blyton,Childrens,3.83,111,93,192,1.0
31725,Tibetan Book of the Dead,Padmasambhava Huston,Buddhism,3.9,5174,93,304,5.0
31726,The Monsters: Mary Shelley and the Curse of Frankenstein,Dorothy Hoobler,Nonfiction,4.03,697,93,377,6.0
31727,"A Generous Orthodoxy: Why I am a missional, evangelical, post/protestant, liberal/conservative, biblical, charismatic/contemplative, fundamentalist/calvinist, anabaptist/anglican, incarnational, depressed-yet-hopeful, emergent, unfinished Christian",Brian D,Theology,3.66,5922,93,348,3.0
31728,Year of the Black Pony,Walt Morey,Childrens,4.1,149,93,171,6.0
31729,Sgt. Piggy's Lonely Hearts Club Comic: A Pearls Before Swine Treasury,Stephan Pastis,Comics,4.3,2293,93,256,5.0
31730,He's With Me,Tamara Summers,Young Adult,3.87,2970,93,224,5.0
31731,Finding Grace,Alyssa Brugman,Young Adult,3.82,888,93,240,3.0
31732,Ill Wind,Rachel Caine,Urban Fantasy,3.73,18189,93,337,1.0
31733,The Europeans,Henry James,Classics,3.61,4093,93,192,1.0
31734,The Green Hills of Earth,Robert A,Science Fiction,3.86,7935,93,270,5.0
31735,Dorothy on the Rocks,Barbara Suter,Chick Lit,3.23,282,93,325,7.0
31736,Hell at the Breech,Tom Franklin,Fiction,4.05,2408,93,368,2.0
31737,One Stick Song,Sherman Alexie,Poetry,4.2,668,93,91,5.0
31738,Villa Incognito,Tom Robbins,Fiction,3.67,17484,93,256,6.0
31739,The Long Loneliness: The Autobiography of the Legendary Catholic Social Activist,Dorothy Day,Biography,3.95,3861,93,288,6.0
31740,Possession,Jennifer Armintrout,Vampires,3.8,3999,93,378,1.0
31741,Gaia's Garden: A Guide to Home-scale Permaculture,ToHemenway,Gardening,4.39,3925,93,240,21.0
31742,Coalescent,Stephen Baxter,Science Fiction,3.78,2483,93,527,5.0
31743,Bad News/Good News,Annie Bryant,Childrens,3.89,1459,93,236,3.0
31744,Collected Stories,W Somerset,Short Stories,4.33,1873,93,839,8.0
31746,The Girl in a Swing,Richard Adams,Fiction,3.52,1810,93,396,2.0
31747,Strands of Starlight,Gael Baudino,Fantasy,3.98,701,93,384,5.0
31748,Soul Kitchen,Poppy Z,Fiction,3.98,1246,93,288,3.0
31749,The Doré Illustrations for Dante's Divine Comedy,Gustave Doré,Art,4.29,3960,93,144,13.0
31750,The Sharing Knife / Beguilement and Legacy,Lois McMaster,Fantasy,4.1,600,93,485,6.0
31751,Deadly Loyalty Collection: The Curse/The Undead/The Scream,Bill Myers,Young Adult,4.41,91,93,343,5.0
31753,The Words of My Perfect Teacher,Patrul Rinpoche,Buddhism,4.39,2043,93,457,18.0
31754,Lucky Girls,Nell Freudenberger,Short Stories,3.43,1168,93,256,2.0
31755,I'm So Sure,Jenny B,Young Adult,4.32,2362,93,312,3.0
31758,If His Kiss Is Wicked,Jo Goodman,Historical Romance,3.98,718,93,414,3.0
31759,Sin Remedio,Antonio Caballero,Spanish Literature,4.27,300,93,565,7.0
31760,Never Enough,Miasha (Goodreads,,4.21,349,93,240,4.0
31761,This I Believe: The Personal Philosophies of Remarkable Men and Women,Jay Allison,Nonfiction,3.85,5866,93,282,5.0
31762,The Bruce Trilogy: The Steps to the Empty Throne / The Path of the Hero King / The Price of the King's Peace,Nigel Tranter,Historical Fiction,4.3,914,93,1056,4.0
31763,Fierce People,Dirk Wittenborn,Fiction,4.01,758,93,352,5.0
31764,Walt Disney: The Triumph of the American Imagination,Neal Gabler,Biography,4.06,8814,93,851,6.0
31765,Dangerous Depths,Colleen Coble,Christian Fiction,4.13,1050,93,304,9.0
31766,"Eyeshield 21, Vol. 3: And They're Called the Devil Bats",Riichiro Inagaki,Manga,4.25,612,93,200,23.0
31767,A Dozen Black Roses,Nancy A,Horror,3.95,1011,93,276,5.0
31768,The Blackwinged Night: Creativity In Nature And Mind,F David,Philosophy,3.74,23,93,240,5.0
31769,Ice-Breaker: Who Started the Second World War?,Viktor Suvorov,History,4.01,772,93,364,117.0
31770,The Miracles of Santo Fico,DL Smith,Fiction,3.85,1149,93,358,6.0
31771,"Endgame, Vol. 1: The Problem of Civilization",Derrick Jensen,Nonfiction,4.11,2146,93,495,4.0
31772,A Thousand Shall Fall,Bodie Thoene,Historical Fiction,4.31,1495,93,425,3.0
31773,The Thieves of Ostia,Caroline Lawrence,Historical Fiction,3.86,2749,93,160,4.0
31774,Remembering Joseph: Personal Recollections Of Those Who Knew The Prophet Joseph Smith,Mark L,Religion,4.35,118,93,529,20.0
31775,The Swords of Night and Day,David Gemmell,Fantasy,4.32,8071,93,640,3.0
31777,I Sailed with Magellan,Stuart Dybek,Short Stories,4.07,1029,93,307,5.0
31779,"Nothing in This Book Is True, But It's Exactly How Things Are: The Esoteric Meaning of the Monuments on Mars",Bob Frissell,Nonfiction,3.82,823,93,244,16.0
31782,Seven Days In May,Fletcher Knebel,Fiction,4.19,1818,93,341,13.0
31783,The Lovers,John Connolly,Thriller,4.17,7794,93,341,3.0
31785,Promises,Belva Plain,Fiction,3.84,1465,93,464,3.0
31787,Desert of the Heart,Jane Rule,LGBT,3.92,3916,93,191,12.0
31789,The Erevis Cale Trilogy,Paul S,Fantasy,4.47,443,93,768,17.0
31790,A Bear Called Paddington,Michael Bond,Childrens,4.22,75255,93,159,0.0
31791,Midshipman Bolitho,Alexander Kent,Historical Fiction,3.98,1858,93,240,6.0
31792,The Breaker,Minette Walters,Mystery,3.62,3572,93,384,3.0
31793,Edge Of Hunger,Rhyannon Byrd,Paranormal Romance,3.85,2408,93,352,3.0
31794,The Sweet By and By,Sara Evans,Christian Fiction,3.87,1484,93,313,5.0
31795,Love Poems from God: Twelve Sacred Voices from the East and West,Daniel Ladinsky,Poetry,4.19,2807,93,400,11.0
31796,Dead Girls Don't Write Letters,Gail Giles,Young Adult,3.56,2479,93,128,6.0
31797,Desiring God: Meditations of a Christian Hedonist,John Piper,Christian,4.14,36988,93,369,5.0
31798,Angel's Rest,Charles Davis,Fiction,3.88,528,93,400,3.0
31799,Undue Influence,Steve Martini,Fiction,4.03,4003,93,480,2.0
31801,Demon Witch,Geoffrey Huntington,Fantasy,3.98,667,93,388,5.0
31802,Doctor Who: Interference - Book Two,Lawrence Miles,Doctor Who,3.99,291,93,288,24.0
31803,Heartbreak Soup,Gilbert Hernández,Comics,4.36,1850,93,288,18.0
31805,"Chicot the Jester (The Last Valois, #2)",Alexandre Dumas,Classics,4.2,1055,93,596,36.0
31806,Black Rabbit Summer,Kevin Brooks,Young Adult,3.86,2588,93,488,5.0
31808,Construing Experience Through Meaning: A Language-Based Approach to Cognition,MAK Halliday,,4.67,9,93,672,56.0
31809,The Pinballs,Betsy Byars,Fiction,3.85,2883,93,144,2.0
31811,Storm of Visions,Christina Dodd,Paranormal,3.85,4534,93,377,2.0
31812,In Legend Born,Laura Resnick,Fantasy,3.87,840,93,736,3.0
31813,"How to Win a Cosmic War: God, Globalization, and the End of the War on Terror",Reza Aslan,Religion,3.98,1611,93,228,3.0
31814,Farmer Giles of Ham,JRR Tolkien,Fantasy,3.86,7871,93,127,10.0
31815,Goblins in the Castle,Bruce Coville,Fantasy,4.14,1483,93,176,3.0
31816,Our Daily Meds: How the Pharmaceutical Companies Transformed Themselves Into Slick Marketing Machines and Hooked the Nation on Prescription Drugs,Melody Petersen,Nonfiction,4.09,387,93,432,5.0
31818,The Halfway House,Guillermo Rosales,Fiction,3.89,961,93,144,5.0
31820,Blue Nude,Elizabeth Rosner,Historical Fiction,3.55,403,93,224,5.0
31821,Cigarettes,Harry Mathews,Fiction,3.98,335,93,304,10.0
31822,Salka Valka,Halldór Laxness,Fiction,4.02,989,93,432,81.0
31823,Loving God with All Your Mind,Elizabeth George,Christian,4.43,1601,93,304,1.0
31827,Habitudes Book #1: The Art of Self-Leadership,Tim Elmore,Leadership,4.12,339,93,52,5.0
31828,Earthclan,David Brin,Science Fiction,4.2,584,93,985,5.0
31829,G-Spot: An Urban Erotic Tale,Noire (Goodreads,Erotica,4.44,7371,93,320,27.0
31830,The Infinite Plan,Isabel Allende,Fiction,3.73,10077,93,384,3.0
31831,The Conqueror,Brenda Joyce,Historical Romance,3.92,4060,93,432,3.0
31832,Bleed for Me,Michael Robotham,Mystery,4.09,7011,93,418,10.0
31833,Secret Vampire / Daughters of Darkness,LJ Smith,Vampires,4.52,436,93,480,4.0
31835,Science of Survival,L Ron,Philosophy,4.21,199,93,626,5.0
31837,Endymion Spring,Matthew Skelton,Fantasy,3.59,4265,93,400,2.0
31839,Without Warning,John Birmingham,Science Fiction,3.76,2981,93,516,3.0
31840,Haveli,Suzanne Fisher,Young Adult,3.94,2004,93,336,4.0
31843,Sinful Chocolate,Adrianne Byrd,Romance,4.36,454,93,224,5.0
31844,Baking and Pastry: Mastering the Art and Craft,Culinary Institute,Cookbooks,4.4,433,93,870,14.0
31847,Genuine Lies,Nora Roberts,Romance,3.96,11836,93,521,4.0
31848,The Secret Self,Christina Shelly,BDSM,3.82,11,93,240,13.0
31849,Romantically Challenged,Beth Orsoff,Chick Lit,3.34,1281,93,352,4.0
31850,99 Coffins,David Wellington,Horror,3.79,2096,93,295,1.0
31852,Sinfest,Tatsuya Ishida,Comics,4.06,272,93,128,6.0
31853,Stable Groom,Bonnie Bryant,Horses,3.76,192,93,131,3.0
31856,"Lord of the White Hell, Book 2",Ginn Hale,Fantasy,4.18,3605,93,346,13.0
31857,"NORA: The Last Chronicle of Devildom, Vol. 6",Kazunari Kakei,Manga,4.38,91,93,200,8.0
31858,The Dance of Life: Weaving Sorrows and Blessings Into One Joyful Step,Henri JM,Christian Living,4.23,141,93,219,5.0
31859,The Egos Have Landed: Rise and Fall of Palace Pictures,Angus Finney,Film,3.71,17,93,320,16.0
31860,"The Morganville Vampires, Volume 2",Rachel Caine,Vampires,4.43,8798,93,448,2.0
31861,Humans,Robert J,Science Fiction,3.82,5412,93,352,3.0
31862,The Cleric Quintet Collector's Edition,RA Salvatore,Fantasy,4.3,6856,93,1036,11.0
31863,The Body at the Tower,YS Lee,Mystery,3.98,8302,93,337,3.0
31864,Ill Wind,Kevin J,Science Fiction,3.6,729,93,576,2.0
31866,Life's That Way,Jim Beaver,Nonfiction,4.52,1285,93,303,5.0
31868,Families and How to Survive Them,Robin Skynner,Psychology,3.96,962,93,152,3.0
31872,Refuge,Lisa Tawn,Christian Fiction,3.73,430,93,336,6.0
31873,Huck: The Remarkable True Story of How One Lost Puppy Taught a Family - and a Whole Town - About Hope and Happy Endings,Janet Elder,Nonfiction,3.66,1685,93,304,1.0
31874,Tibet: Through the Red Box.,Peter Sís,Picture Books,4.12,858,93,32,9.0
31875,Calling on Dragons,Patricia C,Fantasy,4.19,40418,93,244,1.0
31877,Firespell and Hexbound,Chloe Neill,Young Adult,4.07,561,93,448,3.0
31881,The Aurora Teagarden Mysteries: Omnibus 1,Charlaine Harris,Mystery,4.07,1075,93,688,7.0
31882,The Fall,Robert Muchamore,Young Adult,4.22,12638,93,330,2.0
31884,Summerhill Secrets: Volume 2,Beverly Lewis,Amish,4.21,1170,93,540,1.0
31885,Fairy School Dropout Undercover,Meredith Badger,Middle Grade,4.01,98,93,144,5.0
31889,The Countess and the King: A Novel of the Countess of Dorchester and King James II,Susan Holloway,Historical Fiction,3.95,1026,93,384,4.0
31890,John Lennon: The New York Years,Bob Gruen,Music,4.3,152,93,176,5.0
31891,The High Priest and the Idol,Jane Fletcher,Fantasy,4.09,333,93,325,5.0
31894,I Thought My Father Was God and Other True Tales from NPR's National Story Project,Paul Auster,Nonfiction,3.88,3053,93,416,3.0
31897,The Travel Book: A Journey Through Every Country in the World,Roz Hopkins,Travel,4.28,6158,93,444,3.0
31898,The Writing Class,Jincy Willett,Mystery,3.47,2668,93,326,1.0
31901,Dark Horizons,Dan Smith,Thriller,3.62,77,93,448,3.0
31902,First Term at Malory Towers,Enid Blyton,Childrens,4.12,15630,93,160,1.0
31903,Raven,Allison van,Young Adult,3.66,3701,93,288,3.0
31904,Margrave of the Marshes,John Peel,Music,3.99,2960,93,508,2.0
31905,616. Todo Es Infierno,David Zurdo,Fiction,3.52,260,93,424,14.0
31906,Each Peach Pear Plum,Janet Ahlberg,Picture Books,4.22,16552,93,34,1.0
31907,Prospero's Children,Jan Siegel,Fantasy,3.83,1371,93,352,3.0
31908,New Encyclopedia Of The Dog,Bruce Fogle,Nonfiction,4.38,280,93,416,12.0
31911,Orphan at My Door: The Home Child Diary of Victoria Cope,Jean Little,Historical Fiction,3.9,1360,93,221,4.0
31912,The Demon Awakens,RA Salvatore,Fantasy,3.86,5769,93,606,1.0
31914,Soldier's Heart: Being the Story of the Enlistment and Due Service of the Boy Charley Goddard in the First Minnesota Volunteers,Gary Paulsen,Historical Fiction,3.67,3748,93,128,2.0
31915,Cupids,Paul Butler,Fiction,3.43,7,93,183,17.0
31916,A Duke of Her Own,Eloisa James,Historical Romance,4.1,9976,93,386,2.0
31917,"Fullmetal Alchemist, Vol. 15",Hiromu Arakawa,Manga,4.61,7501,93,192,3.0
31919,The Missing of the Somme,Geoff Dyer,History,3.89,663,93,176,3.0
31920,A Simple Habana Melody,Oscar Hijuelos,Fiction,3.45,385,93,368,4.0
31921,Dark World: Into the Shadows with the Lead Investigator of The Ghost Adventures Crew,Zak Bagans,Paranormal,3.94,2567,93,272,5.0
31923,Medusa the Mean,Joan Holub,Fantasy,4.26,2419,93,256,3.0
31927,Brian Lumley's Mythos Omnibus No 1,Brian Lumley,Horror,4.1,175,93,655,8.0
31928,Looking for the Light: The Hidden Life and Art of Marion Post Wolcott,Paul Hendrickson,Biography,4.07,14,93,297,8.0
31930,The Mark on the Door,Franklin W,Mystery,3.79,2483,93,192,1.0
31934,28: Stories of AIDS in Africa,Stephanie Nolen,Nonfiction,4.28,2189,93,416,5.0
31935,The Last Airbender: Prequel - Zuko's Story,Dave Roman,Fantasy,4.39,4033,93,144,45.0
31936,Return From the Stars,Stanisław Lem,Science Fiction,3.99,3985,93,256,7.0
31937,Royal Holiday Baby,Leanne Banks,Romance,3.86,200,93,224,5.0
31938,You'll Be Sorry When I'm Dead,Marieke Hardy,Nonfiction,3.59,1225,93,304,7.0
31939,Die Buying,Laura DiSilverio,Mystery,3.88,954,93,288,1.0
31940,Destiny Kills,Keri Arthur,Paranormal Romance,3.81,4746,93,336,11.0
31941,Up Front,Bill Mauldin,History,4.42,1346,93,240,5.0
31942,Laws of Nature,Christopher Golden,Horror,3.99,191,93,276,5.0
31943,Frostproof,Neil D,,4.63,8,93,204,10.0
31946,True to the Game II,Teri Woods,Urban,4.48,4623,93,240,39.0
31947,The Heavens Declare: Astrological Ages and the Evolution of Consciousness,Alice O,Astrology,4.62,21,93,300,14.0
31948,Seducing Mr. Darcy,Gwyn Cready,Romance,3.36,584,93,374,2.0
31951,Martin Dressler: The Tale of an American Dreamer,Steven Millhauser,Fiction,3.57,9313,93,293,2.0
31952,"Case Closed, Vol. 3",Gosho Aoyama,Manga,4.38,2943,93,200,6.0
31953,"The English Teacher's Companion: A Complete Guide to Classroom, Curriculum, and the Profession",Jim Burke,Teaching,4.18,1064,93,544,3.0
31954,Soulmates Dissipate,Mary B,African American,4.36,4115,93,320,3.0
31956,Embers,Laura Bickle,Urban Fantasy,3.53,1647,93,359,3.0
31957,The Affinity Bridge,George Mann,Mystery,3.56,5835,93,350,5.0
31960,Best Kept Secret,Amy Hatvany,Fiction,3.83,4968,93,352,3.0
31961,Comfort to the Enemy and Other Carl Webster Stories,Elmore Leonard,Fiction,3.8,524,93,182,12.0
31962,Dark Destiny,Christine Feehan,Paranormal Romance,4.31,17574,93,383,4.0
31965,Taylor Swift: Fearless,Taylor Swift,Music,4.59,1042,93,103,3.0
31966,Sea of Thunder: Four Commanders and the Last Great Naval Campaign 1941-1945,Evan Thomas,History,4.12,2608,93,415,3.0
31967,On Moral Fiction,John Gardner,Writing,3.83,687,93,216,2.0
31969,Stop Pretending: What Happened When My Big Sister Went Crazy,Sonya Sones,Young Adult,3.9,4740,93,145,3.0
31970,To Love a Vampire,Jody Offen,Vampires,4.31,441,93,206,6.0
31971,The Last Silk Dress,Ann Rinaldi,Historical Fiction,3.92,2604,93,352,3.0
31972,The Cobra King of Kathmandu,PB Kerr,Fantasy,3.87,9967,93,384,5.0
31974,Inferno,Judith Reeves-Stevens,Star Trek,3.89,404,93,410,6.0
31975,The Divide,Nicholas Evans,Fiction,3.74,7863,93,512,0.0
31980,Piper's Fury,Rachel Firasek,Vampires,4.02,129,93,288,4.0
31981,Mr. Willowby's Christmas Tree,Robert E,Christmas,4.36,3743,93,32,14.0
31983,The Unlimited Dream Company,JG Ballard,Fiction,3.66,1601,93,220,3.0
31984,The Archaic Revival,Terence McKenna,Philosophy,4.17,1998,93,288,15.0
31988,The Mighty Book of Boosh,Noel Fielding,Nonfiction,4.18,1606,93,304,0.0
31990,Healthy at 100: The Scientifically Proven Secrets of the World's Healthiest and Longest-Lived Peoples,John Robbins,Health,4.19,1286,93,384,3.0
31991,Santa Olivia,Jacqueline Carey,Fantasy,3.84,8440,93,341,5.0
31993,Night Journey,Goldie Browning,Paranormal,4.45,84,93,367,8.0
31995,Iacocca: An Autobiography,Lee Iacocca,Biography,3.98,8585,93,357,3.0
31996,The Cupid Chronicles,Coleen Murtagh,Realistic Fiction,4.05,2711,93,207,3.0
31997,No Regrets Parenting: Turning Long Days and Short Years into Cherished Moments with Your Kids,Harley A,Parenting,3.27,378,93,232,3.0
31998,Twig,Elizabeth Orton,Childrens,4.2,485,93,152,7.0
32002,Boston Jane: An Adventure,Jennifer L,Historical Fiction,4.0,4072,93,273,3.0
32003,Join Me!,Danny Wallace,Nonfiction,4.03,4696,93,337,1.0
32004,Insignificant Others,Stephen McCauley,Fiction,3.49,655,93,243,5.0
32007,When I Was Puerto Rican: A Memoir,Esmeralda Santiago,Memoir,4.03,10337,93,270,5.0
32008,"Viva Jacquelina! Being an Account of the Further Adventures of Jacky Faber, Over the Hills and Far Away",LA Meyer,Historical Fiction,4.11,3326,93,368,6.0
32010,Extraction,Stephanie Diaz,Young Adult,3.55,824,93,406,6.0
32011,Emerald Destiny,Allie Burke,Fantasy,4.14,102,93,151,172.0
32012,"The Mislaid Magician; or, Ten Years After",Patricia C,Fantasy,3.72,4370,93,328,3.0
32016,Heading Out to Wonderful,Robert Goolrick,Fiction,3.54,7907,93,304,4.0
32018,Self Portraits: Tales from the Life of Japan's Great Decadent Romantic,Osamu Dazai,Japan,4.41,162,93,230,86.0
32019,Secret Lives,Gabriella Poole,Young Adult,3.5,3880,93,267,1.0
32020,"Akira, Vol. 6",Katsuhiro Otomo,Manga,4.51,7458,93,434,18.0
32021,Semper Fi,WEB Griffin,Fiction,4.31,8142,93,352,1.0
32023,"Same Difference: How Gender Myths Are Hurting Our Relationships, Our Children, and Our Jobs",Rosalind C,Nonfiction,3.84,128,93,304,3.0
32025,Total Chaos,Jean-Claude Izzo,Mystery,3.86,2977,93,256,2.0
32026,The Captive Temple,Jude Watson,Star Wars,3.86,2184,93,132,2.0
32027,Highland Storms,Christina Courtenay,Historical Romance,3.8,395,93,318,5.0
32028,The Mystery Roast,Peter Gadol,Fiction,3.71,97,93,306,6.0
32029,Stunning,Sara Shepard,Young Adult,3.93,16368,93,302,3.0
32030,Philosophy of Existence,Karl Jaspers,Philosophy,3.8,214,93,128,8.0
32032,Shara,Steven E,Horror,4.04,54,93,316,18.0
32033,"Simon Bloom, The Gravity Keeper",Michael Reisman,Science Fiction,3.98,1201,93,304,3.0
32035,The King's Justice,Katherine Kurtz,Fantasy,4.12,3175,93,322,4.0
32036,Dianetics: The Original Thesis,L Ron,Religion,3.69,249,93,294,5.0
32037,Only Love,Erich Segal,Romance,3.51,1910,93,335,6.0
32039,The Drowned Cities,Paolo Bacigalupi,Young Adult,3.9,10025,93,437,10.0
32042,"The Victor: A Tale of Betrayal, Love, and Sacrifice",Marlayne Giron,Fantasy,4.2,46,93,274,5.0
32044,Mrs. Jeffries Questions the Answer,Emily Brightwell,Mystery,4.04,689,93,259,13.0
32046,The Perfect Hope,Nora Roberts,Romance,4.16,39392,93,10,8.0
32047,Witchful Thinking,HP Mallory,Paranormal,3.96,7077,93,336,3.0
32048,On Fortune's Wheel,Cynthia Voigt,Fantasy,4.09,2993,93,402,5.0
32050,The Recognition of Śakuntalā,Kālidāsa WJ,Plays,3.86,1243,93,192,5.0
32054,Charles Bukowski: Locked in the Arms of a Crazy Life,Howard Sounes,Biography,4.2,3147,93,320,17.0
32055,Legacy,Molly Cochran,Young Adult,3.55,1092,93,418,5.0
32057,The Edge of Ruin: An Emily Weiss Mystery,Irene Fleming,Mystery,3.18,49,93,240,5.0
32058,This is Not the End of the Book,Umberto Eco,Nonfiction,4.04,2042,93,320,7.0
32060,"Paris Fashions of the 1890s: A Picture Sourcebook with 350 Designs, Including 24 in Full Color",Stella Blum,Fashion,4.06,18,93,88,13.0
32062,Fleshmarket Close,Ian Rankin,Crime,3.99,11036,93,482,2.0
32065,I Had Trouble in Getting to Solla Sollew,Dr Seuss,Childrens,4.21,2745,93,72,6.0
32067,Laiden's Daughter,Suzan Tisdale,Historical Romance,3.93,3787,93,240,19.0
32068,The Silver Eyed Prince,VJ Dunraven,Vampires,3.95,187,93,444,19.0
32069,The Invisible Friend,Lois Walfrid,Historical Fiction,4.31,782,93,224,8.0
32070,Redheart,Jackie Gamber,Fantasy,3.74,129,93,294,4.0
32071,Vibes,Amy Kathleen,Young Adult,3.59,2110,93,249,3.0
32072,Dolphin Tale: The Junior Novel,Gabrielle Reyes,Childrens,4.29,762,93,144,2.0
32075,The Tale of Jeremy Vole,Stephen R,Childrens,3.93,72,93,107,12.0
32077,Strategic Management: Concepts and Cases,Fred R,Management,3.83,450,93,393,1.0
32081,Masters of the Shadowlands,Cherise Sinclair,BDSM,4.51,3590,93,350,3.0
32082,Cross Currents,John Shors,Fiction,3.83,501,93,322,9.0
